"uf","descricao"
"MA","ITAIPAVA DO GRAJAU"
"SC","SAO MIGUEL DA BOA VISTA"
"AL","SAO JOSE DA TAPERA"
"PI","MURICI DOS PORTELAS"
"PR","LEOPOLIS"
"MS","FIGUEIRAO"
"GO","NOVO BRASIL"
"PB","JURIPIRANGA"
"PA","RUROPOLIS"
"ES","MIMOSO DO SUL"
"BA","IRAJUBA"
"SP","SANTA BARBARA D'OESTE"
"PR","DOUTOR ULYSSES"
"RJ","ARARUAMA"
"SP","ROSEIRA"
"AL","PORTO CALVO"
"PR","GOIOXIM"
"MG","ENGENHEIRO CALDAS"
"RJ","PORCIUNCULA"
"BA","PIRAI DO NORTE"
"TO","BRASILANDIA DO TOCANTINS"
"MG","IBIAI"
"RS","MARCELINO RAMOS"
"MG","CONTAGEM"
"MG","TAQUARACU DE MINAS"
"PR","MATINHOS"
"RS","CACIQUE DOBLE"
"PR","CATANDUVAS"
"PE","SAO JOAO"
"RN","SAO PAULO DO POTENGI"
"ES","LINHARES"
"CE","ICAPUI"
"SP","GUAREI"
"SP","JAMBEIRO"
"MG","RIO PARANAIBA"
"PI","SAO RAIMUNDO NONATO"
"MG","CAMPANHA"
"PR","ATALAIA"
"PI","COLONIA DO GURGUEIA"
"PR","MANDAGUACU"
"SC","ARABUTA"
"MG","SAO GONCALO DO PARA"
"MA","SANTA RITA"
"MG","SABARA"
"MG","MENDES PIMENTEL"
"PE","SANTA CRUZ"
